date,sentimentScore,niftyIndexChange,niftyIndex
2018-02-02,-0.13579562043795618,=C611-C612,10760.6
2018-02-01,-0.15493170103092793,=C612-C613,11016.9
2018-01-31,-0.11774501278772387,=C613-C614,11027.7
2018-01-30,-0.05491548223350251,=C614-C615,11049.65
2018-01-29,-0.06767698412698414,=C615-C616,11130.4
2018-01-25,-0.1479608938547488,=C616-C617,11069.65
2018-01-24,-0.10675643044619425,=C617-C618,11086.0
2018-01-23,-0.09312579787234064,=C618-C619,11083.7
2018-01-22,-0.14589328165374676,=C619-C620,10966.2
2018-01-19,-0.12252095490716189,=C620-C621,10894.7
2018-01-18,-0.1509349367088607,=C621-C622,10817.0
2018-01-17,-0.1415645408163267,=C622-C623,10788.55
2018-01-16,-0.10369067357512965,=C623-C624,10700.45
2018-01-15,-0.07236080402010059,=C624-C625,10741.55
2018-01-12,-0.1421598445595854,=C625-C626,10681.25
2018-01-11,-0.16616641221374068,=C626-C627,10651.2
2018-01-10,-0.09693785900783289,=C627-C628,10632.2
2018-01-09,-0.1038975871313674,=C628-C629,10637.0
2018-01-08,-0.13596666666666662,=C629-C630,10623.6
2018-01-05,-0.15937578124999988,=C630-C631,10558.85
2018-01-04,-0.1454901041666667,=C631-C632,10504.8
2018-01-03,-0.08962275132275142,=C632-C633,10443.2
2018-01-02,-0.029941494845360826,=C633-C634,10442.2
2018-01-01,-0.0675450704225352,=C634-C635,10435.55
2017-12-29,-0.109483846153846,=C635-C636,10530.7
2017-12-28,-0.11917650130548306,=C636-C637,10477.9
2017-12-27,-0.07307196969696972,=C637-C638,10490.75
2017-12-26,-0.04429751243781097,=C638-C639,10531.5
2017-12-22,-0.07971628498727736,=C639-C640,10493.0
2017-12-21,-0.1322806201550388,=C640-C641,10440.3
2017-12-20,-0.005454936708860745,=C641-C642,10444.2
2017-12-19,-0.03551985472154958,=C642-C643,10463.2
2017-12-18,-0.10009595687331548,=C643-C644,10388.75
2017-12-15,-0.1376101298701299,=C644-C645,10333.25
2017-12-14,-0.15108717948717953,=C645-C646,10252.1
2017-12-13,-0.14124682926829263,=C646-C647,10192.95
2017-12-12,-0.06454201474201468,=C647-C648,10240.15
2017-12-11,-0.0781566326530612,=C648-C649,10322.25
2017-12-08,-0.16116329113924047,=C649-C650,10265.65
2017-12-07,-0.1846745257452575,=C650-C651,10166.7
2017-12-06,-0.13845535714285717,=C651-C652,10044.1
2017-12-05,-0.05615558375634523,=C652-C653,10118.25
2017-12-04,-0.06080494117647052,=C653-C654,10127.75
2017-12-01,-0.06475217391304348,=C654-C655,10121.8
2017-11-30,-0.12314160206718344,=C655-C656,10226.55
2017-11-29,-0.11733172043010777,=C656-C657,10361.3
2017-11-28,-0.10704497354497346,=C657-C658,10370.25
2017-11-27,-0.11384146981627305,=C658-C659,10399.55
2017-11-24,-0.10913109452736316,=C659-C660,10389.7
2017-11-23,-0.1448830049261083,=C660-C661,10348.75
2017-11-22,-0.1661889460154243,=C661-C662,10342.3
2017-11-21,-0.10033957345971567,=C662-C663,10326.9
2017-11-20,-0.1299378712871288,=C663-C664,10298.75
2017-11-17,-0.1596317135549873,=C664-C665,10283.6
2017-11-16,-0.12822989949748773,=C665-C666,10214.75
2017-11-15,-0.14021607629427787,=C666-C667,10118.05
2017-11-14,-0.12349471153846164,=C667-C668,10186.6
2017-11-13,-0.11443888888888888,=C668-C669,10224.95
2017-11-10,-0.109152602739726,=C669-C670,10321.75
2017-11-09,-0.15532299999999996,=C670-C671,10308.95
2017-11-08,-0.10467545691906005,=C671-C672,10303.15
2017-11-07,-0.09114793814432989,=C672-C673,10350.15
2017-11-06,-0.07627448453608264,=C673-C674,10451.8
2017-11-03,-0.06207590361445784,=C674-C675,10452.5
2017-11-02,-0.09811093749999998,=C675-C676,10423.8
2017-11-01,-0.10996276595744699,=C676-C677,10440.5
2017-10-31,-0.11155882352941184,=C677-C678,10335.3
2017-10-30,-0.09089461538461548,=C678-C679,10363.65
2017-10-27,-0.07665000000000001,=C679-C680,10323.05
2017-10-26,-0.10439950980392158,=C680-C681,10343.8
2017-10-25,-0.07750052083333321,=C681-C682,10295.35
2017-10-24,-0.037238205128205054,=C682-C683,10207.7
2017-10-23,-0.09040385542168679,=C683-C684,10184.85
2017-10-19,-0.03358527918781725,=C684-C685,10146.55
2017-10-18,-0.07630904109589047,=C685-C686,10210.85
2017-10-17,-0.05914986737400532,=C686-C687,10234.45
2017-10-16,-0.0488265151515151,=C687-C688,10230.85
2017-10-13,-0.1339024064171123,=C688-C689,10167.45
2017-10-12,-0.16830792838874678,=C689-C690,10096.4
2017-10-11,-0.11948439024390249,=C690-C691,9984.8
2017-10-10,-0.08531513513513511,=C691-C692,10016.95
2017-10-09,-0.08800977443609029,=C692-C693,9988.75
2017-10-06,-0.05578854961832052,=C693-C694,9979.7
2017-10-05,-0.08739067357512956,=C694-C695,9888.7
2017-10-04,-0.11404296482412077,=C695-C696,9914.9
2017-10-03,-0.09067640750670254,=C696-C697,9859.5
2017-09-29,-0.07982102564102563,=C697-C698,9788.6
2017-09-28,-0.05966246913580244,=C698-C699,9768.95
2017-09-27,-0.05831696202531638,=C699-C700,9735.75
2017-09-26,-0.0290028205128205,=C700-C701,9871.5
2017-09-25,-0.0509351562499999,=C701-C702,9872.6
2017-09-22,-0.0960175202156335,=C702-C703,9964.4
2017-09-21,-0.06876576086956515,=C703-C704,10121.9
2017-09-20,-0.10431901041666675,=C704-C705,10141.15
2017-09-19,-0.06623221649484533,=C705-C706,10147.55
2017-09-18,-0.08641606217616593,=C706-C707,10153.1
2017-09-15,-0.09202219387755105,=C707-C708,10085.4
2017-09-14,-0.06485587467362917,=C708-C709,10086.6
2017-09-13,-0.0831445012787725,=C709-C710,10079.3
2017-09-12,-0.04259259259259254,=C710-C711,10093.05
2017-09-11,-0.10139900249376566,=C711-C712,10006.05
2017-09-08,-0.10830987341772146,=C712-C713,9934.8
2017-09-07,-0.0653898477157361,=C713-C714,9929.9
2017-09-06,-0.08424903581267221,=C714-C715,9916.2
2017-09-05,-0.026937468354430397,=C715-C716,9952.2
2017-09-04,-0.025872987012987007,=C716-C717,9912.85
2017-09-01,-0.04442287917737787,=C717-C718,9974.4
2017-08-31,-0.09646518518518513,=C718-C719,9917.9
2017-08-30,-0.06849413265306112,=C719-C720,9884.4
2017-08-29,-0.0801405263157894,=C720-C721,9796.05
2017-08-28,-0.10724624999999997,=C721-C722,9912.8
2017-08-24,-0.057833957219251345,=C722-C723,9857.05
2017-08-23,-0.07097182320441982,=C723-C724,9852.5
2017-08-22,-0.08894693877551017,=C724-C725,9765.55
2017-08-21,-0.07268138957816371,=C725-C726,9754.35
2017-08-18,-0.11908630490956068,=C726-C727,9837.4
2017-08-17,0.04265583126550869,=C727-C728,9904.15
2017-08-16,-0.05899532019704437,=C728-C729,9897.3
2017-08-14,-0.09005382585751977,=C729-C730,9794.15
2017-08-11,-0.10714902439024394,=C730-C731,9710.8
2017-08-10,-0.06853422982885089,=C731-C732,9820.25
2017-08-09,-0.05163593749999998,=C732-C733,9908.05
2017-08-08,-0.02058675324675325,=C733-C734,9978.55
2017-08-07,-0.022782894736842106,=C734-C735,10057.4
2017-08-04,-0.06051754807692305,=C735-C736,10066.4
2017-08-03,-0.10179670886075949,=C736-C737,10013.65
2017-08-02,-0.07592780612244888,=C737-C738,10081.5
2017-08-01,0.013648655256723733,=C738-C739,10114.65
2017-07-31,-0.08739477611940295,=C739-C740,10077.1
2017-07-28,-0.07216596736596738,=C740-C741,10014.5
2017-07-27,-0.09992537313432838,=C741-C742,10020.55
2017-07-26,-0.11391304347826102,=C742-C743,10020.65
2017-07-25,-0.06790102040816322,=C743-C744,9964.55
2017-07-24,-0.101330303030303,=C744-C745,9966.4
2017-07-21,-0.08725974025974023,=C745-C746,9915.25
2017-07-20,-0.1319428217821783,=C746-C747,9873.3
2017-07-19,-0.12566974358974364,=C747-C748,9899.6
2017-07-18,-0.11078787128712894,=C748-C749,9827.15
2017-07-17,-0.12260335917312665,=C749-C750,9915.95
2017-07-14,-0.11819102564102586,=C750-C751,9886.35
2017-07-13,-0.1855522959183673,=C751-C752,9891.7
2017-07-12,-0.10142632978723408,=C752-C753,9816.1
2017-07-11,-0.13849175000000014,=C753-C754,9786.05
2017-07-10,-0.09058403141361265,=C754-C755,9771.05
2017-07-07,-0.08505435356200534,=C755-C756,9665.8
2017-07-06,-0.0927433604336044,=C756-C757,9674.55
2017-07-05,-0.1001663129973475,=C757-C758,9637.6
2017-07-04,-0.11388300000000003,=C758-C759,9613.3
2017-07-03,-0.10499761904761919,=C759-C760,9615.0
2017-06-30,-0.08667780612244902,=C760-C761,9520.9
2017-06-29,-0.10264447236180899,=C761-C762,9504.1
2017-06-28,-0.06299553990610333,=C762-C763,9491.25
2017-06-27,-0.06668120300751872,=C763-C764,9511.4
2017-06-23,-0.09609283819628649,=C764-C765,9574.95
2017-06-22,-0.06903788659793808,=C765-C766,9630.0
2017-06-21,-0.027789637305699447,=C766-C767,9633.6
2017-06-20,-0.048061558441558336,=C767-C768,9653.5
2017-06-19,-0.04393020304568532,=C768-C769,9657.55
2017-06-16,-0.12237883597883593,=C769-C770,9588.05
2017-06-15,-0.06162899728997295,=C770-C771,9578.05
2017-06-14,-0.1178971279373369,=C771-C772,9618.15
2017-06-13,-0.06345526992287917,=C772-C773,9606.9
2017-06-12,-0.09626779220779219,=C773-C774,9616.4
2017-06-09,-0.14452219101123595,=C774-C775,9668.25
2017-06-08,-0.12980453333333322,=C775-C776,9647.25
2017-06-07,-0.10191269430051818,=C776-C777,9663.9
2017-06-06,-0.08636852300242133,=C777-C778,9637.15
2017-06-05,-0.10982567237163822,=C778-C779,9675.1
2017-06-02,-0.07123586387434555,=C779-C780,9653.5
2017-06-01,-0.11136361323155224,=C780-C781,9616.1
2017-05-31,-0.0874963054187192,=C781-C782,9621.25
2017-05-30,-0.12298256130790186,=C782-C783,9624.55
2017-05-29,-0.07173740259740254,=C783-C784,9604.9
2017-05-26,-0.15462330623306245,=C784-C785,9595.1
2017-05-25,-0.09902127659574483,=C785-C786,9509.75
2017-05-24,-0.1056752906976745,=C786-C787,9360.55
2017-05-23,-0.03458877805486278,=C787-C788,9386.15
2017-05-22,-0.11943463541666645,=C788-C789,9438.25
2017-05-19,-0.10590983606557385,=C789-C790,9427.9
2017-05-18,-0.1472053097345133,=C790-C791,9429.45
2017-05-17,-0.08386685552407927,=C791-C792,9525.75
2017-05-16,-0.08832923076923084,=C792-C793,9512.25
2017-05-15,-0.07038102981029808,=C793-C794,9445.4
2017-05-12,-0.05958124999999998,=C794-C795,9400.9
2017-05-11,-0.082514175257732,=C795-C796,9422.4
2017-05-10,-0.1459227979274612,=C796-C797,9407.3
2017-05-09,-0.012664116094986817,=C797-C798,9316.85
2017-05-08,-0.10254635416666678,=C798-C799,9314.05
2017-05-05,-0.11516184538653369,=C799-C800,9285.3
2017-05-04,-0.0822884816753927,=C800-C801,9359.9
2017-05-03,-0.0686721311475409,=C801-C802,9311.95
2017-05-02,-0.12342443324937037,=C802-C803,9313.8
2017-04-28,-0.0978989445910291,=C803-C804,9304.05
2017-04-27,-0.07639596774193541,=C804-C805,9342.15
2017-04-26,-0.07529973614775719,=C805-C806,9351.85
2017-04-25,-0.07617114914425431,=C806-C807,9306.6
2017-04-24,-0.09890497382198972,=C807-C808,9217.95
2017-04-21,-0.09349793281653741,=C808-C809,9119.4
2017-04-20,-0.11847609890109889,=C809-C810,9136.4
2017-04-19,-0.11647994923857868,=C810-C811,9103.5
2017-04-18,-0.10247229219143573,=C811-C812,9105.15
2017-04-17,-0.07709386666666662,=C812-C813,9139.3
2017-04-13,-0.08929925187032414,=C813-C814,9150.8
2017-04-12,-0.1428610421836229,=C814-C815,9203.45
2017-04-11,-0.10649805013927574,=C815-C816,9237.0
2017-04-10,-0.041887206266318526,=C816-C817,9181.45
2017-04-07,-0.10302898172323767,=C817-C818,9198.3
2017-04-06,-0.13251176470588233,=C818-C819,9261.95
2017-04-05,-0.1239835443037974,=C819-C820,9265.15
2017-04-03,-0.039855874673629256,=C820-C821,9237.85
2017-03-31,-0.16554113110539845,=C821-C822,9173.75
2017-03-30,-0.0839603535353535,=C822-C823,9173.75
2017-03-29,-0.11793323863636371,=C823-C824,9143.8
2017-03-28,-0.1243776,=C824-C825,9100.8
2017-03-27,-0.11375639097744354,=C825-C826,9045.2
2017-03-24,-0.14535336927223722,=C826-C827,9108.0
2017-03-23,-0.14342536945812823,=C827-C828,9086.3
2017-03-22,-0.09247632241813603,=C828-C829,9030.45
2017-03-21,-0.05826393442622948,=C829-C830,9121.5
2017-03-20,-0.11703156498673749,=C830-C831,9126.85
2017-03-17,-0.09357086614173236,=C831-C832,9160.05
2017-03-16,-0.07750615763546789,=C832-C833,9153.7
2017-03-15,-0.03009299191374659,=C833-C834,9084.8
2017-03-14,-0.03887417721518982,=C834-C835,9087.0
2017-03-10,-0.09559480874316945,=C835-C836,8934.55
2017-03-09,-0.081221832884097,=C836-C837,8927.0
2017-03-08,-0.11090084745762711,=C837-C838,8924.3
2017-03-07,-0.03700638297872341,=C838-C839,8946.9
2017-03-06,-0.05938835443037982,=C839-C840,8963.45
2017-03-03,-0.11088689839572184,=C840-C841,8897.55
2017-03-02,-0.14211984334203662,=C841-C842,8899.75
2017-03-01,-0.1329637640449439,=C842-C843,8945.8
2017-02-28,-0.08887069408740357,=C843-C844,8879.6
2017-02-27,-0.05285292620865135,=C844-C845,8896.7
2017-02-23,-0.11321638888888882,=C845-C846,8939.5
2017-02-22,-0.1447051813471502,=C846-C847,8926.9
2017-02-21,-0.06427806122448966,=C847-C848,8907.85
2017-02-20,-0.09870847880299251,=C848-C849,8879.2
2017-02-17,-0.12156082191780819,=C849-C850,8821.7
2017-02-16,-0.03086574999999999,=C850-C851,8778.0
2017-02-15,-0.059966000000000026,=C851-C852,8724.7
2017-02-14,-0.011587407407407381,=C852-C853,8792.3
2017-02-13,-0.09917404761904784,=C853-C854,8805.05
2017-02-10,-0.1554103723404256,=C854-C855,8793.55
2017-02-09,-0.06711222493887534,=C855-C856,8778.4
2017-02-08,-0.16172295081967217,=C856-C857,8769.05
2017-02-07,-0.05146153846153849,=C857-C858,8768.3
2017-02-06,-0.07844702702702706,=C858-C859,8801.05
2017-02-03,0.01956583541147132,=C859-C860,8740.95
2017-02-02,-0.11427964376590342,=C860-C861,8734.25
2017-02-01,-0.08990999999999996,=C861-C862,8716.4
2017-01-31,-0.05996666666666666,=C862-C863,8561.3
2017-01-30,-0.08663066298342534,=C863-C864,8632.75
2017-01-27,-0.04632436548223351,=C864-C865,8641.25
2017-01-25,-0.07735933014354063,=C865-C866,8602.75
2017-01-24,-0.07053674999999993,=C866-C867,8475.8
2017-01-23,-0.06708984374999993,=C867-C868,8391.5
2017-01-20,-0.08164157894736843,=C868-C869,8349.35
2017-01-19,-0.06164274406332446,=C869-C870,8435.1
2017-01-18,-0.09224896373057004,=C870-C871,8417.0
2017-01-17,-0.02929399038461538,=C871-C872,8398.0
2017-01-16,-0.09727139303482592,=C872-C873,8412.8
2017-01-13,-0.059855445544554395,=C873-C874,8400.35
2017-01-12,-0.10498142493638685,=C874-C875,8407.2
2017-01-11,-0.10795871794871788,=C875-C876,8380.65
2017-01-10,-0.06985180412371131,=C876-C877,8288.6
2017-01-09,-0.026687087912087938,=C877-C878,8236.05
2017-01-06,-0.09597943444730084,=C878-C879,8243.8
2017-01-05,-0.1366947229551451,=C879-C880,8273.8
2017-01-04,-0.08980502645502635,=C880-C881,8190.5
2017-01-03,-0.10800338541666676,=C881-C882,8192.25
2017-01-02,0.20230571428571434,=C882-C883,8179.5
2016-12-30,-0.10250461538461544,=C883-C884,8185.8
2016-12-29,-0.11107486486486487,=C884-C885,8103.6
2016-12-28,-0.07313189189189188,=C885-C886,8034.85
2016-12-27,-0.09578218829516542,=C886-C887,8032.85
2016-12-26,-0.04976903553299492,=C887-C888,7908.25
2016-12-23,-0.11058621621621616,=C888-C889,7985.75
2016-12-22,-0.10811626016260169,=C889-C890,7979.1
2016-12-21,-0.08273126684636116,=C890-C891,8061.3
2016-12-20,-0.05861343283582086,=C891-C892,8082.4
2016-12-19,-0.12561315789473673,=C892-C893,8104.35
2016-12-16,-0.11323052325581406,=C893-C894,8139.45
2016-12-15,-0.1497429347826087,=C894-C895,8153.6
2016-12-14,-0.12489999999999998,=C895-C896,8182.45
2016-12-13,-0.057138582677165345,=C896-C897,8221.8
2016-12-12,-0.0881311053984576,=C897-C898,8170.8
2016-12-09,-0.10106424870466323,=C898-C899,8261.75
2016-12-08,-0.10878232189973618,=C899-C900,8246.85
2016-12-07,-0.08938847262247837,=C900-C901,8102.05
2016-12-06,-0.029019512195121923,=C901-C902,8143.15
2016-12-05,-0.09164508816120918,=C902-C903,8128.75
2016-12-02,-0.11673450134770891,=C903-C904,8086.8
2016-12-01,-0.16159762532981536,=C904-C905,8192.9
2016-11-30,-0.12370844327176775,=C905-C906,8224.5
2016-11-29,-0.04603505154639172,=C906-C907,8142.15
2016-11-28,-0.10048636363636371,=C907-C908,8126.9
2016-11-25,-0.1033716981132076,=C908-C909,8114.3
2016-11-24,-0.12309630606860172,=C909-C910,7965.5
2016-11-23,-0.11803048128342246,=C910-C911,8033.3
2016-11-22,-0.04410447761194021,=C911-C912,8002.3
2016-11-21,-0.07644358353510901,=C912-C913,7929.1
2016-11-18,-0.11211589041095898,=C913-C914,8074.1
2016-11-17,-0.15871699164345404,=C914-C915,8079.95
2016-11-16,-0.05210616621983921,=C915-C916,8111.6
2016-11-15,-0.08844527220630377,=C916-C917,8108.45
2016-11-11,-0.11361831683168315,=C917-C918,8296.3
2016-11-10,-0.14683837535014008,=C918-C919,8525.75
2016-11-09,-0.1883655172413794,=C919-C920,8432.0
2016-11-08,-0.1198637717121588,=C920-C921,8543.55
2016-11-07,-0.1327174515235458,=C921-C922,8497.05
2016-11-04,-0.1674433420365536,=C922-C923,8433.75
2016-11-03,-0.10996708542713574,=C923-C924,8484.95
2016-11-02,-0.052108142493638675,=C924-C925,8514.0
2016-11-01,-0.03722297979797982,=C925-C926,8626.25
2016-10-30,-0.0678850267379679,=C926-C927,8625.7
2016-10-28,-0.12031231155778886,=C927-C928,8638.0
2016-10-27,-0.11800492227979294,=C928-C929,8615.25
2016-10-26,-0.14623677581863995,=C929-C930,8615.25
2016-10-25,-0.08010956072351418,=C930-C931,8691.3
2016-10-24,-0.08916177215189877,=C931-C932,8708.95
2016-10-21,-0.1216442307692308,=C932-C933,8693.05
2016-10-20,-0.14442739018087863,=C933-C934,8699.4
2016-10-19,-0.17038807106599005,=C934-C935,8659.1
2016-10-18,-0.09919373368146228,=C935-C936,8677.9
2016-10-17,-0.06488705583756342,=C936-C937,8520.4
2016-10-14,-0.13709414758269736,=C937-C938,8583.4
2016-10-13,-0.07926641221374046,=C938-C939,8573.35
2016-10-10,-0.061129230769230804,=C939-C940,8708.8
2016-10-07,-0.0962046997389034,=C940-C941,8697.6
2016-10-06,-0.0727904884318766,=C941-C942,8709.55
2016-10-05,-0.08184679144385026,=C942-C943,8743.95
2016-10-04,-0.01727979539641944,=C943-C944,8769.15
2016-10-03,-0.03049291139240503,=C944-C945,8738.1
2016-09-30,-0.11431284153005473,=C945-C946,8611.15
2016-09-29,-0.11390794044665008,=C946-C947,8591.25
2016-09-28,-0.09221736694677866,=C947-C948,8745.15
2016-09-27,-0.10120874316939897,=C948-C949,8706.4
2016-09-26,-0.04724999999999995,=C949-C950,8723.05
2016-09-23,-0.08800822622107964,=C950-C951,8831.55
2016-09-22,-0.12472248062015516,=C951-C952,8867.45
2016-09-21,-0.14939435897435902,=C952-C953,8777.15
2016-09-20,-0.08935265822784819,=C953-C954,8775.9
2016-09-19,-0.083159796437659,=C954-C955,8808.4
2016-09-16,-0.0649892045454545,=C955-C956,8779.85
2016-09-15,-0.09141206030150764,=C956-C957,8742.55
2016-09-14,-0.11451114206128139,=C957-C958,8726.6
2016-09-12,-0.0996502659574468,=C958-C959,8715.6
2016-09-09,-0.11023324468085109,=C959-C960,8866.7
2016-09-08,-0.0648300546448087,=C960-C961,8952.5
2016-09-07,-0.0657844632768361,=C961-C962,8917.95
2016-09-06,0.001126020408163291,=C962-C963,8943.0
2016-09-02,-0.07006010781671163,=C963-C964,8809.65
2016-09-01,-0.06667016574585627,=C964-C965,8774.65
2016-08-31,-0.10467573099415207,=C965-C966,8786.2
2016-08-30,-0.12212707182320438,=C966-C967,8744.35
2016-08-29,-0.056169876543209825,=C967-C968,8607.45
2016-08-26,-0.11436284916201118,=C968-C969,8572.55
2016-08-25,-0.12776638176638175,=C969-C970,8592.2
2016-08-24,-0.15682920110192827,=C970-C971,8650.3
2016-08-23,-0.06447000000000006,=C971-C972,8632.6
2016-08-22,-0.06352962962962957,=C972-C973,8629.15
2016-08-19,-0.0795010471204188,=C973-C974,8666.9
2016-08-18,-0.10406204986149585,=C974-C975,8673.25
2016-08-17,-0.02494347826086953,=C975-C976,8624.05
2016-08-16,0.005012315270935974,=C976-C977,8642.55
2016-08-12,-0.14071619537275068,=C977-C978,8672.15
2016-08-11,-0.11180971128608921,=C978-C979,8592.15
2016-08-10,-0.09629442896935933,=C979-C980,8575.3
